20188.000000,1 
3179670.500000,1001 
3274356.250000,2001 
3446120.250000,3001 
3473542.500000,4001 
3489067.250000,5001 
3518506.500000,6001 
3522515.750000,7001 
3533459.500000,8001 
3536222.000000,9001 
3541916.750000,10001 
3534983.250000,11001 
3552440.750000,12001 
3556504.000000,13001 
3549966.250000,14001 
3563026.750000,15001 
3557242.750000,16001 
3564221.000000,17001 
3568480.500000,18001 
3570125.500000,19001 
3572494.250000,20001 
3570137.750000,21001 
3566123.750000,22001 
3570917.000000,23001 
3575075.000000,24001 
3565205.000000,25001 
3575841.000000,26001 
3569723.750000,27001 
3566586.250000,28001 
3578120.250000,29001 
3579240.000000,30001 
3570363.750000,31001 
3578307.000000,32001 
3578601.250000,33001 
3570700.250000,34001 
3581852.500000,35001 
3581529.750000,36001 
3573376.750000,37001 
3572673.750000,38001 
3572307.500000,39001 
3580249.750000,40001 
3583481.750000,41001 
3581327.250000,42001 
3578309.250000,43001 
3582171.500000,44001 
3583093.500000,45001 
3582684.750000,46001 
3577873.250000,47001 
3582535.750000,48001 
3583011.750000,49001 
3584063.500000,50001 
3580646.000000,51001 
3580217.250000,52001 
3585747.250000,53001 
3580836.750000,54001 
3581182.500000,55001 
3585020.500000,56001 
3581214.000000,57001 
3585124.250000,58001 
3582049.500000,59001 
3584031.000000,60001 
3585950.750000,61001 
3585983.750000,62001 
3582806.500000,63001 
3587165.000000,64001 
3583149.750000,65001 
3583584.750000,66001 
3584627.000000,67001 
3582491.750000,68001 
3585502.250000,69001 
3584688.500000,70001 
3583982.000000,71001 
3585277.500000,72001 
3586538.750000,73001 
3587283.250000,74001 
3587532.000000,75001 
3585422.000000,76001 
3584683.750000,77001 
3587398.250000,78001 
3585823.250000,79001 
3587116.250000,80001 
3586392.750000,81001 
3585251.500000,82001 
3585642.750000,83001 
3584680.250000,84001 
3583880.000000,85001 
3587804.750000,86001 
3589382.750000,87001 
3587809.750000,88001 
3585537.250000,89001 
3587682.000000,90001 
3586049.750000,91001 
3588532.250000,92001 
3588655.500000,93001 
3589854.500000,94001 
3588642.500000,95001 
3590189.750000,96001 
3589613.750000,97001 
3587164.750000,98001 
3587053.000000,99001 
3587718.500000,100001 
3588193.500000,101001 
3588250.000000,102001 
3590101.000000,103001 
3588074.500000,104001 
3587506.500000,105001 
3587511.750000,106001 
3587628.000000,107001 
3589343.250000,108001 
3590152.000000,109001 
3589265.000000,110001 
3590328.750000,111001 
3588072.250000,112001 
3589655.000000,113001 
3589012.750000,114001 
3588278.250000,115001 
3587454.500000,116001 
3589599.750000,117001 
3591053.000000,118001 
3589773.750000,119001 
3586828.500000,120001 
3590139.750000,121001 
3588313.500000,122001 
3588796.250000,123001 
3588790.000000,124001 
3589738.000000,125001 
3590008.500000,126001 
3590228.250000,127001 
3587323.250000,128001 
3589454.250000,129001 
3588755.500000,130001 
3590024.500000,131001 
3581756.750000,132001 
3577477.250000,133001 
3581362.750000,134001 
3582732.250000,135001 
3581897.500000,136001 
3510720.500000,137001 
3581427.000000,138001 
3582072.500000,139001 
3582666.750000,140001 
3577360.750000,141001 
3583370.250000,142001 
3582197.750000,143001 
3577746.750000,144001 
3568889.000000,145001 
3583661.000000,146001 
3588145.250000,147001 
3565931.000000,148001 
3569282.000000,149001 
3565557.000000,150001 
3579283.000000,151001 
3588102.750000,152001 
3584016.500000,153001 
3583386.250000,154001 
3583531.500000,155001 
3579258.750000,156001 
3582415.250000,157001 
3571055.250000,158001 
3583457.750000,159001 
3584638.250000,160001 
3583293.000000,161001 
3584790.500000,162001 
3580945.500000,163001 
3580482.000000,164001 
3570198.250000,165001 
3584474.750000,166001 
3584460.250000,167001 
3584552.250000,168001 
3584854.500000,169001 
3584628.500000,170001 
3568234.000000,171001 
3580246.250000,172001 
3580840.000000,173001 
3572813.750000,174001 
3584963.750000,175001 
3581570.000000,176001 
3581740.500000,177001 
3589902.750000,178001 
3585597.500000,179001 
3585644.250000,180001 
3584145.250000,181001 
3572181.500000,182001 
3584025.500000,183001 
3584402.750000,184001 
3585098.000000,185001 
3580927.500000,186001 
3581854.750000,187001 
3559751.000000,188001 
3586451.250000,189001 
3582077.000000,190001 
3585283.500000,191001 
3576301.000000,192001 
3582785.500000,193001 
3582199.750000,194001 
3572173.750000,195001 
3533406.250000,196001 
3571015.000000,197001 
3579439.500000,198001 
3580019.000000,199001 
3570177.250000,200001 
3581487.000000,201001 
3581666.250000,202001 
3571865.250000,203001 
3581379.500000,204001 
3580774.500000,205001 
3582856.750000,206001 
3581275.000000,207001 
3573332.000000,208001 
3585435.250000,209001 
3569815.250000,210001 
3575755.000000,211001 
3571935.500000,212001 
3579793.000000,213001 
3582717.000000,214001 
3582078.500000,215001 
3575627.250000,216001 
3578496.250000,217001 
3583005.500000,218001 
3582350.250000,219001 
3582457.000000,220001 
3584472.750000,221001 
3582774.750000,222001 
3583198.250000,223001 
3573613.000000,224001 
3581261.000000,225001 
3583183.750000,226001 
3582838.250000,227001 
3570677.750000,228001 
3583039.250000,229001 
3586527.250000,230001 
3581411.000000,231001 
3581874.500000,232001 
3574041.000000,233001 
3574606.250000,234001 
3573128.250000,235001 
3585052.500000,236001 
3583910.250000,237001 
3583403.000000,238001 
3587456.500000,239001 
3588030.000000,240001 
3582474.250000,241001 
3583872.750000,242001 
3583571.500000,243001 
3580619.750000,244001 
3574313.750000,245001 
3583142.750000,246001 
3582392.500000,247001 
3576101.500000,248001 
3583822.500000,249001 
