1.732600,0.019400 
1.131000,0.029500 
1.058200,0.044200 
1.373100,0.059200 
1.566000,0.108800 
1.381000,0.088600 
1.276700,0.118200 
1.102200,0.117600 
1.112200,0.132400 
1.366700,0.153800 
1.378400,0.168500 
1.398100,0.177300 
1.401100,0.192300 
1.293200,0.207000 
1.510300,0.226400 
1.387100,0.236100 
1.380900,0.250800 
1.145000,0.264700 
1.378900,0.280200 
1.480100,0.294700 
1.401100,0.309700 
1.388400,0.324800 
1.386900,0.339200 
1.430400,0.354000 
1.386900,0.368700 
1.289100,0.382500 
1.393100,0.398000 
1.298200,0.413800 
1.372200,0.428500 
1.150300,0.441000 
1.295800,0.467900 
1.408300,0.471800 
1.438200,0.487000 
1.192900,0.499500 
1.378100,0.536300 
1.227300,0.529000 
1.271700,0.556500 
1.395400,0.560900 
1.396500,0.575000 
1.378700,0.590500 
1.022800,0.602800 
0.993800,0.627500 
1.385900,0.643800 
1.210300,0.646900 
1.415800,0.664300 
1.398700,0.685500 
1.137000,0.693300 
1.285000,0.709200 
1.092500,0.723200 
1.174000,0.746000 
1.409600,0.893200 
1.417300,0.772600 
1.429700,0.830700 
1.188700,0.798000 
1.414600,0.811500 
1.407500,0.826600 
1.414800,0.856300 
1.476100,0.863000 
1.420500,0.875500 
1.145700,1.162300 
1.247000,0.897500 
1.310700,0.911200 
1.427600,0.928800 
1.197700,0.960700 
1.427300,0.967600 
1.241300,0.977700 
1.390200,1.392200 
1.317900,1.005200 
1.263500,1.029400 
1.332200,1.047600 
1.424200,1.053200 
1.420600,1.066100 
1.174700,1.078400 
2.304900,1.673000 
1.536300,1.131800 
1.340600,1.122000 
1.427400,1.197500 
1.093400,1.146600 
1.279300,1.161300 
1.436700,1.180200 
1.227700,1.191400 
1.282000,1.205600 
1.468700,1.268300 
1.260600,1.235800 
1.209300,1.267000 
1.285800,1.264800 
1.346200,1.302200 
1.303700,1.293700 
1.341400,1.315300 
1.160700,1.325400 
1.280300,1.337100 
1.297800,1.353500 
1.286700,1.368300 
1.176000,1.384200 
1.230100,1.404800 
1.482600,1.418300 
1.144000,1.451800 
1.202100,1.815100 
1.143400,1.501000 
1.513300,1.536100 
1.494700,1.513600 
1.253900,1.502300 
1.346300,1.548500 
1.333500,2.073100 
1.467200,1.550100 
1.319700,1.647800 
1.129700,1.582200 
1.466100,1.602000 
2.609700,2.191100 
6.540400,2.813600 
1.642500,10.732800 
1.564100,3.228000 
1.450400,2.960000 
1.469700,4.020400 
1.490400,2.213800 
1.459500,2.283100 
1.391500,2.243300 
1.447600,2.249700 
1.228600,2.984700 
1.222900,2.306800 
1.210300,2.562200 
1.375900,2.340000 
1.530400,2.371500 
1.487600,2.377600 
1.595000,3.109600 
1.380800,2.522700 
1.506800,2.439700 
1.366300,2.448500 
1.488500,2.467200 
1.497200,2.485000 
